,西暦年度,ＲＬＳ識別コード,水系コード,絶対番号,地点新設等コード,県コード_地点統一番号,水域コード_地点統一番号,地点コード_地点統一番号,ＣＯＤ等基準点識別コード,水域名称_漢字,水域名称_カタカナ,水域名称_ローマ字,地点名称_漢字,地点名称_カタカナ,地点名称_ローマ字,類型,達成期間,指定区分,類型指定年_ＣＯＤ等,類型指定月_ＣＯＤ等,類型指定日_ＣＯＤ等,特例１,特例２,特例３,特例４,特例５,ＣＯＤの測定方法,県際水域コード,県際地点コード,測定中止年,測定中止月,測定中止日,測定再開年,測定再開月,測定再開日,ＮＰ測定コード,ＮＰ基準点識別コード,ＮＰ水域コード,ＮＰ水域名称_漢字,ＮＰ水域名称_カタカナ,ＮＰ水域名称_ローマ字,ＮＰ地点名称_漢字,ＮＰ地点名称_カタカナ,ＮＰ地点名称_ローマ字,ＮＰ類型,ＮＰ達成期間,ＮＰ指定区分,ＮＰ類型指定年,ＮＰ類型指定月,ＮＰ類型指定日,Ｎ指定の有無,Ｐ指定の有無,Ｎ暫定基準値,Ｐ暫定基準値,ＮＰ基準の特例,Ｎ測定方法,Ｐ測定方法,ＮＰ県際水域コード,ＮＰ県際地点コード,ＮＰ測定中止年,ＮＰ測定中止月,ＮＰ測定中止日,ＮＰ測定再開年,ＮＰ測定再開月,ＮＰ測定再開日,水道の取水地点,水質年鑑コード,推定絶対番号,推定水系コード,備考,緯度_Ｎ,経度_Ｅ,緯度_Ｎ_dms,経度_Ｅ_dms,地点統一番号
17,2000,1,81013.0,110230,2,1,8,2,1,十勝川上流,トカチガワ　　ジヨウリユウ,Tokachigawajoryu,共栄橋（旧新清橋）,キョウエイバシ　　（キュウシンセイバシ,Kyoeibashi (Kyushinseibashi),AA,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,43.09638889,142.91722222, 43:05:47,142:55:02,0100802
18,2000,1,81013.0,110220,2,1,8,52,2,十勝川上流,トカチガワ　　ジヨウリユウ,Tokachigawajoryu,上川橋,カミカワバシ,Kamikawabashi,AA,1.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,2.0,3.0,,十勝川上流,トカチガワ　　ジヨウリユウ,Tokachigawajoryu,上川橋,カミカワバシ,Kamikawabashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.03500000,142.93583333, 43:02:06,142:56:09,0100852
19,2000,1,81013.0,110240,2,1,9,1,1,十勝川中流,トカチガワ　　チユウリユウ,Tokachigawachuryu,清水大橋（佐幌川合流前）,シミズオオハシ,Shimizuohashi (Sahorogawagoryumae),A,2.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,2.0,3.0,,十勝川中流,トカチガワ　　チユウリユウ,Tokachigawachuryu,清水大橋（佐幌川合流前）,シミズオオハシ,Shimizuohashi (Sahorogawagoryumae),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,42.98444444,142.94805556, 42:59:04,142:56:53,0100901
20,2000,1,81013.0,110250,2,1,10,1,1,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,茂岩橋（茂岩）,モイワバシ　　（　　モイワ　　）,Moiwabashi (Moiwa),B,2.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,2.0,3.0,,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,茂岩橋（茂岩）,モイワバシ（モイワ）,Moiwabashi (Moiwa),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,42.80694444,143.51055556, 42:48:25,143:30:38,0101001
21,2000,1,81013.0,110260,2,1,10,2,1,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,千代田堰堤,チヨダエンテイ,Chiyodaentei,B,2.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,2.0,3.0,,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,千代田堰堤,チヨダエンテイ,Chiyodaentei,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,42.94055556,143.33972222, 42:56:26,143:20:23,0101002
22,2000,1,81013.0,110270,2,1,10,3,1,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,十勝大橋（帯広）,トカチオオハシ　　（　　オビヒロ　　）,Tokachiohashi (Obihiro),B,2.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,2.0,3.0,,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,十勝大橋（帯広）,トカチオオハシ（オビヒロ）,Tokachiohashi (Obihiro),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,42.93527778,143.20222222, 42:56:07,143:12:08,0101003
23,2000,1,81013.0,110280,2,1,10,51,2,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,祥栄橋（芽室太）,シヨウエイバシ　　（　　メムロブト　　）,Shoeibashi (Memurobuto),B,2.0,1.0,1970.0,9.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,十勝川下流,トカチガワ　　カリユウ,Tokachigawakaryu,祥栄橋（芽室太）,シヨウエイバシ（メムロブト）,Shoeibashi (Memurobuto),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,42.92777778,143.04750000, 42:55:40,143:02:51,0101051
24,2000,1,81005.0,110310,2,1,11,1,1,網走川上流,アバシリガワ　　ジヨウリユウ,Abashirigawajoryu,大正橋,タイシヨウバシ,Taishobashi,A,1.0,1.0,1971.0,5.0,25.0,,,,,,,,,,,,,,,2.0,3.0,,網走川上流,アバシリガワ　　ジヨウリユウ,Abashirigawajoryu,大正橋,タイシヨウバシ,Taishobashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.82527778,144.09111111, 43:49:31,144:05:28,0101101
25,2000,1,81005.0,110320,2,1,12,1,1,網走川中流,アバシリガワ　　チユウリユウ,Abashirigawachuryu,治水橋（本郷）,チスイバシ　　（　　ホンゴウ　　）,Chisuibashi (Hongo),B,2.0,1.0,1971.0,5.0,25.0,,,,,,,,,,,,,,,2.0,3.0,,網走川中流,アバシリガワ　　チユウリユウ,Abashirigawachuryu,治水橋（本郷）,チスイバシ（ホンゴウ）,Chisuibashi (Hongo),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.90972222,144.13916667, 43:54:35,144:08:21,0101201
26,2000,1,81005.0,110330,2,1,13,1,1,網走川下流,アバシリガワ　　カリユウ,Abashirigawakaryu,網走橋,アバシリバシ,Abashiribashi,B,2.0,1.0,1971.0,5.0,25.0,,,,,,,,,,,,,,,2.0,3.0,,網走川下流,アバシリガワ　　カリユウ,Abashirigawakaryu,網走橋,アバシリバシ,Abashiribashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,44.02361111,144.26722222, 44:01:25,144:16:02,0101301
27,2000,1,81005.0,110340,2,1,14,1,1,美幌川上流,ビホロガワ　　ジヨウリユウ,Bihorogawajoryu,都橋,ミヤコバシ,Miyakobashi,A,1.0,1.0,1971.0,5.0,25.0,,,,,,,,,,,,,,,2.0,3.0,,美幌川上流,ビホロガワ　　ジヨウリユウ,Bihorogawajoryu,都橋,ミヤコバシ,Miyakobashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.80277778,144.17027778, 43:48:10,144:10:13,0101401
28,2000,1,81005.0,110350,2,1,15,1,1,美幌川下流,ビホロガワ　　カリユウ,Bihorogawakaryu,美幌橋,ビホロバシ,Bihorobashi,B,2.0,1.0,1971.0,5.0,25.0,,,,,,,,,,,,,,,2.0,3.0,,美幌川下流,ビホロガワ　　カリユウ,Bihorogawakaryu,美幌橋,ビホロバシ,Bihorobashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.82861111,144.12277778, 43:49:43,144:07:22,0101501
29,2000,1,81006.0,110360,2,1,16,1,1,留萌川上流,ルモイガワ　　ジヨウリユウ,Rumoigawajoryu,橘橋（峠下）,タチバナバシ　　（　　トウゲシタ　　）,Tachibanabashi (Togeshita),AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,43.84888889,141.80555556, 43:50:56,141:48:20,0101601
30,2000,1,81006.0,110370,2,1,17,1,1,留萌川中流,ルモイガワ　　チユウリユウ,Rumoigawachuryu,１６線橋,１６　　センバシ,16senbashi,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,留萌川中流,ルモイガワ　　チユウリユウ,Rumoigawachuryu,１６線橋,１６センバシ,16senbashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.88805556,141.71777778, 43:53:17,141:43:04,0101701
31,2000,1,81006.0,110380,2,1,18,1,1,留萌川下流,ルモイガワ　　カリユウ,Rumoigawakaryu,留萌橋（河口）,ルモイバシ　　（　　カコウ　　）,Rumoibashi (kako),B,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,留萌川下流,ルモイガワ　　カリユウ,Rumoigawakaryu,留萌橋（河口）,ルモイバシ（カコウ）,Rumoibashi (kako),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,43.95333333,141.64388889, 43:57:12,141:38:38,0101801
32,2000,1,81006.0,110390,2,1,18,51,2,留萌川下流,ルモイガワ　　カリユウ,Rumoigawakaryu,大和田水位観測所（大和田）,オオワダ　　スイイカンソクシヨ,Owadasuiikansokusho (Owada),B,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,43.90777778,141.70000000, 43:54:28,141:42:00,0101851
33,2000,1,81001.0,110400,2,1,19,1,1,天塩川上流,テシオガワ　　ジヨウリユウ,Teshiogawajoryu,朝日橋（奥士別）,アサヒバシ　　（　　オクシベツ　　）,Asahibashi (Okushibetsu),AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,天塩川上流,テシオガワ　　ジヨウリユウ,Teshiogawajoryu,朝日橋（奥士別）,アサヒバシ（オクシベツ）,Asahibashi (Okushibetsu),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,44.10972222,142.59805556, 44:06:35,142:35:53,0101901
34,2000,1,81001.0,110410,2,1,20,1,1,天塩川中流,テシオガワチユウリユウ,Teshiogawachuryu,中士別橋（士別市上水東山浄水場取水口）,ナカシベツバシ,Nakashibetsubashi (Shibetsushijosuihigashiyamajosuijoshusuiko),A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,天塩川中流,テシオガワチユウリユウ,Teshiogawachuryu,中士別橋（士別市上水東山浄水場取水口）,ナカシベツバシ,Nakashibetsubashi (Shibetsushijosuihigashiyamajosuijoshusuiko),,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,44.17833333,142.41472222, 44:10:42,142:24:53,0102001
35,2000,1,81001.0,110420,2,1,21,1,1,天塩川下流（１）,テシオガワ　　カリユウ　　（１）,Teshiogawakaryu (1),真勲別頭首工,マクンベツトウシユコウ,Makunbetsutoshuko,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,天塩川下流（１）,テシオガワ　　カリユウ　　（１）,Teshiogawakaryu (1),真勲別頭首工,マクンベツトウシユコウ,Makunbetsutoshuko,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,44.34027778,142.48777778, 44:20:25,142:29:16,0102101
36,2000,1,81001.0,110430,2,1,22,1,1,天塩川下流（２）,テシオガワ　　カリユウ　　（２）,Teshiogawakaryu (2),下中川捕獲場,シモナカガワホカクジヨウ,Shimonakagawahokakujo,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,2.0,3.0,,天塩川下流（２）,テシオガワ　　カリユウ　　（２）,Teshiogawakaryu (2),下中川捕獲場,シモナカガワホカクジヨウ,Shimonakagawahokakujo,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,44.84388889,142.07611111, 44:50:38,142:04:34,0102201
37,2000,1,81001.0,110440,2,1,23,1,1,天塩川下流（３）,テシオガワ　　カリユウ　　（３）,Teshiogawakaryu (3),１２線橋（犬牛別川合流前）,１２　　センバシ,12senbashi (Inuushibetsugawagoryumae),A,2.0,3.0,1972.0,4.0,1.0,3.0,,,,,,,,,,,,,,2.0,3.0,,天塩川下流（３）,テシオガワ　　カリユウ　　（３）,Teshiogawakaryu (3),１２線橋（犬牛別川合流前）,１２センバシ,12senbashi (Inuushibetsugawagoryumae),,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,44.14138889,142.39472222, 44:08:29,142:23:41,0102301
38,2000,1,81001.0,110450,2,1,24,1,1,天塩川下流（４）,テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),中川,ナカガワ,Nakagawa,B,2.0,3.0,1972.0,4.0,1.0,3.0,,,,,,,,,,,,,,1.0,3.0,,天塩川下流（４）,テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),中川,ナカガワ,Nakagawa,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,44.74361111,142.04444444, 44:44:37,142:02:40,0102401
39,2000,1,81001.0,110460,2,1,24,51,2,天塩川下流（４）,テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),円山水位観測所（円山）,マルヤマ　　スイイカンソクシヨ,Maruyamasuiikansokusho (Maruyama),B,2.0,3.0,1972.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,44.92888889,141.87777778, 44:55:44,141:52:40,0102451
40,2000,1,81001.0,110470,2,1,24,52,2,天塩川下流（４）,テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),美深橋,ビフカバシ,Bifukabashi,B,2.0,3.0,1972.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,44.48138889,142.33555556, 44:28:53,142:20:08,0102452
41,2000,1,81001.0,110490,2,1,24,54,2,天塩川下流（４）,テシオガワ　　カリユウ　　（４）,Teshiogawakaryu (4),名寄大橋,ナヨロオオハシ,Nayoroohashi,B,2.0,3.0,1972.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,44.36083333,142.44416667, 44:21:39,142:26:39,0102454
42,2000,1,81001.0,113990,2,1,24,55,2,天塩川下流（４）,テシオガワカリユウ　　（４）,Teshiogawakaryu (4),天塩大橋,テシオオオハシ,Teshioohashi,B,2.0,3.0,1972.0,4.0,1.0,3.0,,,,,1.0,,,,,,,,,1.0,3.0,,天塩川下流（４）,テシオガワカリユウ　　（４）,Teshiogawakaryu (4),天塩大橋,テシオオオハシ,Teshioohashi,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0,,,,,44.99527778,141.81361111, 44:59:43,141:48:49,0102455
43,2000,1,81207.0,110500,2,1,25,1,1,興部川上流,オコツペガワ　　ジヨウリユウ,Okoppegawajoryu,七江橋（忍路子川合流前）,ナナエバシ,Nanaebashi (Oshorokkogawagoryumae),AA,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,44.33250000,142.93111111, 44:19:57,142:55:52,0102501
44,2000,1,81207.0,110520,2,1,26,1,1,興部川中流,オコツペガワ　　チユウリユウ,Okoppegawachuryu,興部町興部簡水取水口,オコツペカンスイ　　シユスイクチ,Okoppechookoppekansuishusuikuchi,A,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,44.46583333,143.10333333, 44:27:57,143:06:12,0102601
45,2000,1,81207.0,110530,2,1,27,1,1,興部川下流,オコツペガワ　　カリユウ,Okoppegawakaryu,興部捕獲場,オコツペホカクジヨウ,Okoppehokakujo,B,1.0,3.0,1972.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,44.47527778,143.11694444, 44:28:31,143:07:01,0102701
