レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l)
1310010001,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010004,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010007,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010010,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010013,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010026,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010029,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010032,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010035,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,N,,N,,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010048,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010051,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310010054,1982,1310010,13,001,01,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020001,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020002,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020003,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020004,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020005,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,N,,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020006,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
1310020007,1982,1310020,13,001,51,<,0.005,N,,<,0.05,<,0.02,<,0.02,<,0.0005,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999,E,99999
