,レコードID,測定年度,絶対番号,都道府県コード,水域コード,地点コード,採取_年,採取_月日,採取_時分,調査区分コード,採取位置コード,採取水深(m),天候コード,流況コード,臭気コード,色相コード,気温(℃),水温(℃),流量(m3/s),全水深(m),透明度_C,透明度(m),地点統一番号,カドミウム_C,カドミウム(mg/l),全シアン_C,全シアン(mg/l),鉛_C,鉛(mg/l),六価クロム_C,六価クロム(mg/l),砒素_C,砒素(mg/l),総水銀_C,総水銀(mg/l),アルキル水銀_C,アルキル水銀(mg/l),PCB_C,PCB(mg/l),有機リン_C,有機リン(mg/l),ジクロロメタン_C,ジクロロメタン(mg/l),四塩化炭素_C,四塩化炭素(mg/l),1，2-ジクロロエタン_C,1，2-ジクロロエタン(mg/l),1，1-ジクロロエチレン_C,1，1-ジクロロエチレン(mg/l),シス-1，2-ジクロロエチレン_C,シス-1，2-ジクロロエチレン(mg/l),1，1，1-トリクロロエタン_C,1，1，1-トリクロロエタン(mg/l),1，1，2-トリクロロエタン_C,1，1，2-トリクロロエタン(mg/l),トリクロロエチレン_C,トリクロロエチレン(mg/l),テトラクロロエチレン_C,テトラクロロエチレン(mg/l),1，3-ジクロロプロペン_C,1，3-ジクロロプロペン(mg/l),チウラム_C,チウラム(mg/l),シマンジン_C,シマンジン(mg/l),チオベンカルプ_C,チオベンカルプ(mg/l),ベンゼン_C,ベンゼン(mg/l),セレン_C,セレン(mg/l),亜硝酸性窒素_C,亜硝酸性窒素(mg/l),硝酸性窒素及び亜硝酸性窒素_C,硝酸性窒素及び亜硝酸性窒素(mg/l),ふっ素_C,ふっ素(mg/l),ほう素_C,ほう素(mg/l),pH_C,pH,DO_C,DO(mg/l),BOD_C,BOD(mg/l),COD_C,COD(mg/l),SS_C,SS(mg/l),大腸菌群数_C,大腸菌群数(MPN/100ml),n-ヘキサン抽出物質_C,n-ヘキサン抽出物質(mg/l),全窒素_C,全窒素(mg/l),全燐_C,全燐(mg/l)
0,1210010001,1996,1210010,12,1,1,1996,416,835,2,1,3.0,10.0,,,,11.5,10.5,,1.55,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.2,#,1.9,#,3.5,#,19.0,#,13000.0,,,#,2.2,#,0.18
1,1210010002,1996,1210010,12,1,1,1996,416,1400,2,1,3.0,10.0,,,,11.3,11.1,,1.45,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.2,#,9.5,#,3.6,#,4.3,#,27.0,,,,,,,,
2,1210010003,1996,1210010,12,1,1,1996,416,2040,2,1,3.0,4.0,,,,10.5,12.5,,1.5,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.3,#,9.1,#,5.6,#,6.0,#,45.0,,,,,,,,
3,1210010004,1996,1210010,12,1,1,1996,507,840,2,1,4.0,2.0,,,,14.5,13.6,,2.0,,,1200101,<,0.001,N,,<,0.001,<,0.005,#,0.005,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,6.9,#,9.5,#,1.9,#,6.2,#,66.0,#,3100.0,,,#,1.5,#,0.17
4,1210010005,1996,1210010,12,1,1,1996,507,1400,2,1,4.0,4.0,,,,16.3,13.7,,1.85,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.9,#,2.0,#,5.2,#,57.0,,,,,,,,
5,1210010006,1996,1210010,12,1,1,1996,507,2040,2,1,4.0,4.0,,,,12.0,12.3,,1.75,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.0,#,9.8,#,1.3,#,4.7,#,44.0,,,,,,,,
6,1210010007,1996,1210010,12,1,1,1996,604,845,2,1,3.0,4.0,,,,25.2,20.2,,1.7,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.1,#,8.5,#,1.1,#,2.9,#,21.0,#,4900.0,,,#,1.0,#,0.11
7,1210010008,1996,1210010,12,1,1,1996,604,1405,2,1,3.0,2.0,,,,26.8,21.5,,1.65,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.2,#,1.1,#,2.9,#,21.0,,,,,,,,
8,1210010009,1996,1210010,12,1,1,1996,604,2040,2,1,3.0,4.0,,,,21.0,18.5,,1.7,,,1200101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,7.1,#,9.3,#,1.4,#,3.0,#,19.0,,,,,,,,
9,1210010010,1996,1210010,12,1,1,1996,702,1000,2,1,3.0,2.0,,,,30.8,23.9,,1.6,,,1200101,<,0.001,N,,<,0.001,<,0.005,<,0.001,<,0.0005,,,,,,,,,,,,,,,,,,,,,<,0.003,<,0.001,,,,,,,,,,,,,,,,,,,,,#,7.4,#,8.3,#,1.4,#,3.3,#,17.0,#,23000.0,,,#,1.6,#,0.11
